,Speed,TimeSinceLast,DistinctIds,VideoForumThreads,DurationOfVideoActivity,SelectiveNumOfEvents,ProblemID,UserID,SubmissionNumber
1453,671.5,1343.0,0.0,9.0,0.0,0.0,8,43122fa20c60114e4efc15d1cc3907d5,2
1454,458.666666667,1376.0,0.0,9.0,0.0,0.0,8,051ddc25443590dc092826c64ba9e801,4
1455,370.0,1110.0,0.0,8.0,0.0,0.0,8,051ddc25443590dc092826c64ba9e801,5
1456,827.5,1655.0,0.0,3.0,0.0,0.0,8,f174905cd92d343eecb81b75508278c3,1
1457,905.5,1811.0,0.0,3.0,0.0,0.0,8,7ae4ee7abc2b8714f2a46f1e07d050bf,1
1458,10727.5,171640.0,0.0,112.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,2
1459,1289.0625,20625.0,0.0,85.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,3
1460,145.8125,2333.0,0.0,30.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,4
1461,27.0,432.0,0.0,8.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,5
1462,6.3125,101.0,0.0,3.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,7
1463,16.75,268.0,0.0,4.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,10
1464,16251.9375,260031.0,4.0,249.0,173412.0,29.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,14
1465,9939.8125,159037.0,0.0,41.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,15
1466,81.0,1296.0,0.0,19.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,16
1467,46.75,748.0,0.0,12.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,18
1468,93.6875,1499.0,0.0,37.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,19
1469,14.3125,229.0,0.0,6.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,20
1470,9753.625,156058.0,0.0,94.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,23
1471,4463.9375,71423.0,2.0,112.0,35.0,5.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,24
1472,10982.0,175712.0,0.0,114.0,0.0,0.0,8,6c16df46c2be2c9d37ae7dc8bfccba2f,25
1473,745583.5,1491167.0,9.0,107.0,519111.0,81.0,8,d5cdd92e1bc4de20e5b3a76fd2cb3669,1
1474,214894.0,429788.0,3.0,48.0,85.0,0.0,8,0bd1c6dd1000d749ae4929bc4f02cd6c,14
1475,642.5,1285.0,0.0,3.0,0.0,0.0,8,47ec2376a0c2f1c27e5cb7c85609ddc9,1
1476,109.0,327.0,0.0,7.0,0.0,0.0,8,363b4f0c04201e468e5186a344084bdb,2
1477,93.6666666667,281.0,0.0,6.0,0.0,0.0,8,363b4f0c04201e468e5186a344084bdb,3
1478,948.5,1897.0,4.0,46.0,1378.0,15.0,8,8b964f2b27c6900a9aee9d79c0fcda08,1
1479,1972.0,3944.0,0.0,36.0,0.0,0.0,8,8aa6ea60226d1284f2c10e3bc234492b,1
1480,149692.5,598770.0,0.0,43.0,0.0,0.0,8,c44aefa452b252e19ccd74db44fd6352,4
1481,21867.75,87471.0,0.0,19.0,0.0,0.0,8,c44aefa452b252e19ccd74db44fd6352,6
1482,69252.0,277008.0,0.0,5.0,0.0,0.0,8,c44aefa452b252e19ccd74db44fd6352,7
1483,1943.85714286,13607.0,0.0,18.0,0.0,0.0,8,24ceb4477e29acde12035499e73d83bd,5
